Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR1918459	2015-07-10	2015-03-19	50710031	10142006200	50710031	200	4256		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918459	SRX958928		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876229	SAMN03431164	simple	9606	Homo sapiens	GSM1636779	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	61DA05616CF42EBFBB47C63F85A0A96B	F5A088333292835DD04CA7745FE160E4
SRR1918471	2015-07-10	2015-03-19	51716172	10343234400	51716172	200	4756		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918471	SRX958934		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876222	SAMN03431133	simple	9606	Homo sapiens	GSM1636785	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	72F224F4211D57DDF3DF33468DDF99E9	DFB59D5861AB7073BCCFE4D8EB9D7643
SRR1918472	2015-07-10	2015-03-19	51297721	10259544200	51297721	200	4724		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918472	SRX958934		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876222	SAMN03431133	simple	9606	Homo sapiens	GSM1636785	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	0BD6CD8635C48BBCCE577D83C28FCFAC	9E6D026CB4A2B19C204E0BD07EF3EE0B
SRR1918473	2015-07-10	2015-03-19	55388840	11077768000	55388840	200	4697		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918473	SRX958935		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876221	SAMN03431037	simple	9606	Homo sapiens	GSM1636786	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	109EF4266E8958518D70B2EAC523734C	426ED0DA136F317421A88D193D8A4A1A
SRR1918474	2015-07-10	2015-03-19	54796958	10959391600	54796958	200	4644		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918474	SRX958935		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876221	SAMN03431037	simple	9606	Homo sapiens	GSM1636786	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	AD911383AEEE6DE3F7F59D9FECE73A57	E13A3657508B757A0A300E0AFC791F03
SRR1918479	2015-07-10	2015-03-19	50833164	10166632800	50833164	200	4252		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918479	SRX958938		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876219	SAMN03431082	simple	9606	Homo sapiens	GSM1636789	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	32729C0C871881A8863FD1FA02162957	85627BED1D4E020715F780CADE826BFC
SRR1918480	2015-07-10	2015-03-19	50000203	10000040600	50000203	200	4222		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918480	SRX958938		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876219	SAMN03431082	simple	9606	Homo sapiens	GSM1636789	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	95FBDB0564D89D8DCA233D2E3F6BC401	444A2ED93695311DE6ED7C8AEDEE5812
SRR1918499	2015-07-10	2015-03-19	55357752	11071550400	55357752	200	4797		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918499	SRX958948		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876209	SAMN03431027	simple	9606	Homo sapiens	GSM1636799	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	F2940EBEFFC4E665F91CAB6F841BAF73	3D2BEFE718D60F134CAE1E9ABC3BB922
SRR1918500	2015-07-10	2015-03-19	55270573	11054114600	55270573	200	4790		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918500	SRX958948		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876209	SAMN03431027	simple	9606	Homo sapiens	GSM1636799	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	7E9303D82C94DEF5D3F0959EA62671A9	D23A8DA64D103015871AECDE6C1E7934
SRR1918503	2015-07-10	2015-03-19	55893472	11178694400	55893472	200	4727		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918503	SRX958950		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876207	SAMN03431103	simple	9606	Homo sapiens	GSM1636801	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	AEB4F4E119895EE6499021D6CF847305	C8EBF3324C22DE1D66CC5CAAA0E756B3
SRR1918504	2015-07-10	2015-03-19	56430271	11286054200	56430271	200	4737		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918504	SRX958950		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876207	SAMN03431103	simple	9606	Homo sapiens	GSM1636801	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	CD1E58093777E1ADA928AA4F667486F6	5E272AF4C2961833D5AD00FD201D0826
SRR1918511	2015-07-10	2015-03-19	51149861	10229972200	51149861	200	4788		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918511	SRX958954		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876202	SAMN03431094	simple	9606	Homo sapiens	GSM1636805	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	9CAD74A770B54D54A499579CF597C9B8	0E6FFF01BB48A8A833C22DF77786CC0E
SRR1918512	2015-07-10	2015-03-19	51232161	10246432200	51232161	200	4642		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918512	SRX958954		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876202	SAMN03431094	simple	9606	Homo sapiens	GSM1636805	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	3794F66A5A5077169A28AB7A18589CDB	71EBB1407B8DD223A523D65D55D97373
SRR1918513	2015-07-10	2015-03-19	52899141	10579828200	52899141	200	4693		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918513	SRX958955		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876203	SAMN03431100	simple	9606	Homo sapiens	GSM1636806	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	91E74CC19BDD3E9217E9519B5F0BDAFC	9F3E81AC3E27A181A32FD91F5600DB95
SRR1918514	2015-07-10	2015-03-19	53164798	10632959600	53164798	200	4771		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918514	SRX958955		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876203	SAMN03431100	simple	9606	Homo sapiens	GSM1636806	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	6D32ECAE4CFBD4A68E8B72AF40FDD072	1AB57AA079016C24270AFE8A76F4BF48
SRR1918517	2015-07-10	2015-03-19	51964295	10392859000	51964295	200	4471		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918517	SRX958957		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876199	SAMN03431030	simple	9606	Homo sapiens	GSM1636808	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	D7E11D3CADB797C4FA440BE89FC2A589	0B96A9DD31FBA08DAD161F56618BAFCD
SRR1918518	2015-07-10	2015-03-19	51822850	10364570000	51822850	200	4444		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918518	SRX958957		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876199	SAMN03431030	simple	9606	Homo sapiens	GSM1636808	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	BFAEA2762D52AE4920FB6322BC3BEBFB	7A855DD4B715A2511936FD8C9D4CEE58
SRR1918529	2015-07-10	2015-03-19	56196568	11239313600	56196568	200	4923		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918529	SRX958963		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876195	SAMN03431019	simple	9606	Homo sapiens	GSM1636814	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	487E49B7B8B7F286A4424179484F34C1	D5048EC63B957D7F49A43E70AB01F254
SRR1918530	2015-07-10	2015-03-19	56820996	11364199200	56820996	200	4967		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918530	SRX958963		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876195	SAMN03431019	simple	9606	Homo sapiens	GSM1636814	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	DD67ADCDE352000E9AC60E1ED3E3C4F9	C42D24D66037DA3B06FF5B5B041CF920
SRR1918531	2015-07-10	2015-03-19	55174177	11034835400	55174177	200	4864		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918531	SRX958964		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876193	SAMN03431053	simple	9606	Homo sapiens	GSM1636815	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	8F05DC77D882485B56253FA1A3FC6B98	04C0E0DD0D0A2A11B4961D32304ADD3A
SRR1918532	2015-07-10	2015-03-19	54900635	10980127000	54900635	200	4836		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918532	SRX958964		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876193	SAMN03431053	simple	9606	Homo sapiens	GSM1636815	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	7CF723D26DFC48A980C3652CD679AF6C	7F3A53C698796C6597E197FDFE1125C0
SRR1918535	2015-07-10	2015-03-19	51437839	10287567800	51437839	200	4755		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918535	SRX958966		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876192	SAMN03431008	simple	9606	Homo sapiens	GSM1636817	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	5F447CCF9CB307FC73402B19B4CC0957	B6C2C723BAA3721D1E20BD00CB8665DF
SRR1918536	2015-07-10	2015-03-19	50658383	10131676600	50658383	200	4570		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918536	SRX958966		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876192	SAMN03431008	simple	9606	Homo sapiens	GSM1636817	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	3B846ECEFF79B122323BED950F0E0FB4	BA0EE2A38C5D27FA27156674AFF01C05
SRR1918545	2015-07-10	2015-03-19	51230808	10246161600	51230808	200	4657		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918545	SRX958971		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876186	SAMN03431065	simple	9606	Homo sapiens	GSM1636822	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	7FEED7D58FC4F5E74D1E80D39109AA87	DA6B70CD2D4F7262BF9F623B720C68D6
SRR1918546	2015-07-10	2015-03-19	50636070	10127214000	50636070	200	4565		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918546	SRX958971		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876186	SAMN03431065	simple	9606	Homo sapiens	GSM1636822	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	C174C688623A6F45EAD701F961FBF8A5	8DD7BDD3D812BC7CB11DF3333B14CC0D
SRR1918547	2015-07-10	2015-03-19	50057033	10011406600	50057033	200	4528		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918547	SRX958972		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876185	SAMN03431058	simple	9606	Homo sapiens	GSM1636823	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	7F0DA3898E5B7966DCE7E13CD89C5612	AB2689B6BCC946965C741CFAF7478A81
SRR1918559	2015-07-10	2015-03-19	53044547	10608909400	53044547	200	4714		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918559	SRX958978		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876178	SAMN03431032	simple	9606	Homo sapiens	GSM1636829	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	7C74C8BAC5EBE849415AE8AD3D7F3A77	74CD963635E7031CCFAC06810D5302E4
SRR1918560	2015-07-10	2015-03-19	53104634	10620926800	53104634	200	4701		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918560	SRX958978		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876178	SAMN03431032	simple	9606	Homo sapiens	GSM1636829	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	49BD6232FD358FED357A75D55E2FFA2A	DEEC55E27BF97B2F3F952D9FF6B7CA57
SRR1918575	2015-07-10	2015-03-19	53429763	10685952600	53429763	200	4972		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918575	SRX958986		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876171	SAMN03431108	simple	9606	Homo sapiens	GSM1636837	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	8D31A6103AA2654D986D0044B9206446	183C5E8C5954E15BF7A6DCB62F6887D0
SRR1918585	2015-07-10	2015-03-19	51563327	10312665400	51563327	200	4787		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918585	SRX958991		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876166	SAMN03431020	simple	9606	Homo sapiens	GSM1636842	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	826A9E0C519AEEC5B8AFD5601FCC18FF	4F281457C4D7277B276F0292813B468F
SRR1918586	2015-07-10	2015-03-19	52101785	10420357000	52101785	200	4884		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918586	SRX958991		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876166	SAMN03431020	simple	9606	Homo sapiens	GSM1636842	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	1DA876E3FADCBA7E2DF76FD8BD613369	68C43E9EB204572D812346585A19BFC1
SRR1918596	2015-07-10	2015-03-19	56295289	11259057800	56295289	200	4920		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918596	SRX958996		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876159	SAMN03431121	simple	9606	Homo sapiens	GSM1636847	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	6A32298B91E5D180946A3D92B93ED7BB	AC04E88609DA5FC7D10EF6BA2CC27045
SRR1918603	2015-07-10	2015-03-19	52407890	10481578000	52407890	200	4826		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918603	SRX959000		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876157	SAMN03431028	simple	9606	Homo sapiens	GSM1636851	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	B1B38C66A6D989A4AF33053532D2AB45	5F060B6AD373866F9FC1B1A9F7DD4748
SRR1918604	2015-07-10	2015-03-19	51946884	10389376800	51946884	200	4824		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918604	SRX959000		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876157	SAMN03431028	simple	9606	Homo sapiens	GSM1636851	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	19411EFB6A98161189E9428F582618C9	D34D87DC7077D22F5B8DC6981956FFDB
SRR1918607	2015-07-10	2015-03-19	50251909	10050381800	50251909	200	4565		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918607	SRX959002		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876158	SAMN03431050	simple	9606	Homo sapiens	GSM1636853	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	F6076360BB9AE789F3F8B21B8F958499	4D6F624A587A2B816E967DC528B7FA09
SRR1918615	2015-07-10	2015-03-19	51679806	10335961200	51679806	200	4509		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918615	SRX959006		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876151	SAMN03431075	simple	9606	Homo sapiens	GSM1636857	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	D297BAA9607BD3388B0BDDD9E83F054E	0B739C934542FF82807B9F053DD2FA14
SRR1918616	2015-07-10	2015-03-19	52009198	10401839600	52009198	200	4540		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918616	SRX959006		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876151	SAMN03431075	simple	9606	Homo sapiens	GSM1636857	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	FEAB6E85D29664D76C0FEC8854E04272	DFA5762CD7F50870DC755AA8DE22457B
SRR1918619	2015-07-10	2015-03-19	50941247	10188249400	50941247	200	4627		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918619	SRX959008		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876147	SAMN03431029	simple	9606	Homo sapiens	GSM1636859	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	D1DA67FE2FDC89D359999059DC0502D1	886A5537A370AD40C9A6E06995498041
SRR1918620	2015-07-10	2015-03-19	50841097	10168219400	50841097	200	4621		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918620	SRX959008		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876147	SAMN03431029	simple	9606	Homo sapiens	GSM1636859	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	2559177190473FB590783B775FAF5FF2	859A966A7E93072BCA34A9EF6A1D5523
SRR1918627	2015-07-10	2015-03-19	52758336	10551667200	52758336	200	4883		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918627	SRX959012		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876144	SAMN03431221	simple	9606	Homo sapiens	GSM1636863	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	9544FB742DE3FB56E30103E48C37AB10	15B0906454C57B40BB16F6D5E2F17F0C
SRR1918628	2015-07-10	2015-03-19	53339531	10667906200	53339531	200	4984		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918628	SRX959012		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876144	SAMN03431221	simple	9606	Homo sapiens	GSM1636863	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	A737E545A26A4333D61CFAD096C82C94	2C90A67190E507614ACEB5E7F1DA21C4
SRR1918629	2015-07-10	2015-03-19	50992978	10198595600	50992978	200	4394		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918629	SRX959013		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876143	SAMN03431228	simple	9606	Homo sapiens	GSM1636864	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	6BF194CF82430CB63D6B33BAAB07F3A9	A7500955E667702AC7DB5E4692BFF14E
SRR1918630	2015-07-10	2015-03-19	51285077	10257015400	51285077	200	4427		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918630	SRX959013		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876143	SAMN03431228	simple	9606	Homo sapiens	GSM1636864	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	69A1290EE8C82588417FD107E7597E61	C43F4B1C672F3C8A0B34140547697257
SRR1918633	2015-07-10	2015-03-19	51107243	10221448600	51107243	200	4350		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918633	SRX959015		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876141	SAMN03431167	simple	9606	Homo sapiens	GSM1636866	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	CA50DA64CA136AC7C81313E66F7FFC79	1DD0A91AAC0ECD91FBE2C2BADA33B98F
SRR1918634	2015-07-10	2015-03-19	50859621	10171924200	50859621	200	4325		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918634	SRX959015		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876141	SAMN03431167	simple	9606	Homo sapiens	GSM1636866	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	1002FE48701E4599AE09CA49432E9B68	992DA3356FF0BB5E75F0617B2BB8CE37
SRR1918635	2015-07-10	2015-03-19	53287253	10657450600	53287253	200	4693		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918635	SRX959016		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876139	SAMN03431172	simple	9606	Homo sapiens	GSM1636867	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	32D46CCF6ED1C76D721794DB340E87CD	44E85935667D052F47B699AD2A7D1F81
SRR1918636	2015-07-10	2015-03-19	53830400	10766080000	53830400	200	4730		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918636	SRX959016		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876139	SAMN03431172	simple	9606	Homo sapiens	GSM1636867	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	28A1AB356961F29FC0797B1FF7F54B37	E4A1BB608C58D5E365708544C6D6C6AF
SRR1918639	2015-07-10	2015-03-19	55716426	11143285200	55716426	200	4824		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918639	SRX959018		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876140	SAMN03431202	simple	9606	Homo sapiens	GSM1636869	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	2C2D50A8CBE9042BAE9374D6DA102499	B8637C2892FC97D556E1983F60D1D7D0
SRR1918640	2015-07-10	2015-03-19	55390768	11078153600	55390768	200	4794		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1918640	SRX959018		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP056295	PRJNA278767	2	278767	SRS876140	SAMN03431202	simple	9606	Homo sapiens	GSM1636869	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA247200	NA	public	BADAD1567B8563794D5C8E7F81F897BB	C74D9966D954D08D67182A10E631EA72
